Updated,Type,Module,Source,F/P,Data
2024-05-27 09:58:39,DOMAIN_WHOIS,sfp_whois,difenda.com,0,"   Domain Name: DIFENDA.COM
   Registry Domain ID: 1759626676_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.godaddy.com
   Registrar URL: http://www.godaddy.com
   Updated Date: 2023-11-16T17:57:11Z
   Creation Date: 2012-11-15T19:52:41Z
   Registry Expiry Date: 2024-11-15T19:52:41Z
   Registrar: GoDaddy.com, LLC
   Registrar IANA ID: 146
   Registrar Abuse Contact Email: abuse@godaddy.com
   Registrar Abuse Contact Phone: 480-624-2505
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientRenewProhibited https://icann.org/epp#clientRenewProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: NS65.DOMAINCONTROL.COM
   Name Server: NS66.DOMAINCONTROL.COM
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of whois database: 20"
2024-05-27 09:54:30,SSL_CERTIFICATE_MISMATCH,sfp_sslcert,difenda.com,0,"*.wpengine.com, wpengine.com"
2024-05-27 09:53:13,IP_ADDRESS,sfp_dnsresolve,difenda.com,0,104.197.167.57
2024-05-27 10:25:35,HTTP_CODE,sfp_spider,difenda.com,0,200
2024-05-27 14:13:21,HTTP_CODE,sfp_spider,https://www.difenda.com/cyber-security-solutions/difenda-shield-suite/,0,200
2024-05-27 16:51:23,HTTP_CODE,sfp_spider,https://www.difenda.com/cyber-security-solutions/mxdr-managed-extended-detection-and-response/,0,200
2024-05-27 14:14:00,HTTP_CODE,sfp_spider,https://www.difenda.com/cyber-security-solutions/,0,200
2024-05-27 13:52:21,HTTP_CODE,sfp_spider,https://www.difenda.com/company/cybersecurity-thought-leaders/,0,200
2024-05-27 13:53:06,HTTP_CODE,sfp_spider,https://www.difenda.com/get-started/,0,200
2024-05-27 16:19:12,HTTP_CODE,sfp_spider,https://www.difenda.com/cyber-security-solutions/?wpf_fbv=1&wpf_filter_service-expertise=managed,0,200
